School Name,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,TestsTakers,TestsTaken,OneTest,TwoTests,ThreeTests,FourTests,FiveorMoreTests,Unnamed:9,Score=1,Score=2,Score=3,Score=4,Score=5,PercentScore12,PercentScore35,NumEnrolledGrades09through12,NumDropoutAllGrades,PercentDropoutAllGrades,PercentDropoutGrade09,PercentDropoutGrade10,PercentDropoutGrade11,PercentDropoutGrade12,NuminCohort,PercentGraduated,PercentStillinSchool,PercentNonGradCompleters,PercentHSEquiv,PercentDroppedOut,PercentPermanentlyExcluded,HighSchoolGraduatesNum,AttendingCollUnivNum,AttendingCollUnivPercent,PrivateTwoYearPercent,PrivateFourYearPercent,PublicTwoYearPercent,PublicFourYearPercent,MACommunityCollegePercent,MAStateUniversityPercent,UnivofMassPercent,Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,WFNum,WFPercent,StudentIncluded,CPI,SGP,IncludedInSGP,ReadingWriting,Writing,Math,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Town,School
Adams-Cheshire - Plunkett Elementary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,19.0,28.0,1.0,1.0,18.0,27.0,40.0,60.0,8.0,12.0,67.0,67.2,,,,,,,,,,,,,,,,,     468,0.0,,,,,,Adams-Cheshire,Plunkett Elementary
Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,4300305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,158.0,159.0,158.0,149.0,121.0,104.0,0.0,993.0, 04300305,1.9,17.4,5.4,68.2,0.2,0.0,6.8,52.4,47.6,     226,     368,128.0,61.0,30.0,7.0,0.0,,18.0,41.0,98.0,99.0,112.0,16.0,84.0,     498,0.0,0.0,0.0,0.0,0.0,0.0,       127,97.6,0.8,0.0,1.6,0.0,0.0,128.0,115.0,89.8,0.0,53.9,7.0,39.1,7.0,7.8,13.0,SCIENCE AND TECH/ENG,239.0,85.0,118.0,42.0,121.0,43.0,35.0,12.0,7.0,2.0,281.0,94.0,,,613.0,,645.0,4300305.0,237.0,23.9,94.0,9.5,53.0,5.3,200.0,20.1,67.0,6.7,     988,10.0,0.6,0.5,0.0,0.0,0.0,Advanced Math and Science Academy Charter (District),Advanced Math and Science Academy Charter School
Agawam - Agawam Early Childhood Center,50003.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0, 00050003,1.8,8.6,13.5,74.2,0.0,0.0,1.8,54.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50003.0,4.0,2.5,0.0,0.0,74.0,45.4,100.0,61.3,59.0,36.2,     196,0.0,,,,,,Agawam,Agawam Early Childhood Center
Agawam - Agawam High,50505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,279.0,291.0,277.0,10.0,1175.0, 00050505,1.5,1.8,5.4,89.3,0.0,0.1,2.0,51.7,48.3,     228,     444,101.0,67.0,39.0,14.0,7.0,,34.0,138.0,145.0,83.0,44.0,38.7,61.3,"   1,216",12.0,1.0,0.7,1.6,1.4,0.3,       323,91.6,2.8,1.2,0.6,3.7,0.0,288.0,235.0,81.6,0.0,34.5,34.0,31.5,33.2,15.7,8.5,SCIENCE AND TECH/ENG,187.0,67.0,52.0,19.0,135.0,48.0,82.0,29.0,10.0,4.0,279.0,87.7,,,544.0,,547.0,50505.0,62.0,5.3,21.0,1.8,176.0,15.0,387.0,32.9,266.0,22.6,"   1,240",32.0,1.3,1.4,0.0,0.0,0.0,Agawam,Agawam High
Agawam - Agawam Junior High,50405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,262.0,0.0,0.0,0.0,0.0,0.0,573.0, 00050405,2.3,3.5,8.7,82.5,0.0,0.0,3.0,51.1,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,81.0,27.0,3.0,1.0,78.0,26.0,162.0,53.0,60.0,20.0,303.0,64.6,,,,,,50405.0,43.0,7.5,5.0,0.9,86.0,15.0,214.0,37.3,161.0,28.1,     574,19.0,1.9,1.6,0.0,0.0,0.0,Agawam,Agawam Junior High
Agawam - Benjamin J Phelps,50020.0,0.0,68.0,92.0,65.0,78.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0, 00050020,1.5,3.6,5.4,86.9,0.0,0.0,2.6,56.7,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50020.0,56.0,14.4,40.0,10.3,50.0,12.9,153.0,39.4,103.0,26.5,     403,0.0,,,,,,Agawam,Benjamin J Phelps
Agawam - Clifford M Granger,50010.0,0.0,36.0,64.0,44.0,69.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0, 00050010,1.1,0.7,12.5,81.8,0.0,0.4,3.6,48.9,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50010.0,27.0,9.6,23.0,8.2,57.0,20.4,134.0,47.9,96.0,34.3,     306,0.0,,,,,,Agawam,Clifford M Granger
Agawam - James Clark School,50030.0,0.0,57.0,68.0,71.0,64.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0, 00050030,3.5,3.5,10.9,79.7,0.0,0.0,2.4,53.2,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50030.0,52.0,15.3,36.0,10.6,56.0,16.5,147.0,43.2,108.0,31.8,     356,0.0,,,,,,Agawam,James Clark School
Agawam - Roberta G. Doering School,50303.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,572.0, 00050303,3.3,3.3,5.6,85.1,0.0,0.0,2.6,52.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,156.0,55.0,59.0,21.0,97.0,34.0,105.0,37.0,24.0,8.0,285.0,82.7,,,,,,50303.0,71.0,12.4,24.0,4.2,91.0,15.9,268.0,46.9,204.0,35.7,     629,31.0,2.7,2.5,0.0,0.0,0.0,Agawam,Roberta G. Doering School
Agawam - Robinson Park,50025.0,0.0,72.0,80.0,78.0,61.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0, 00050025,4.0,3.5,10.7,78.0,0.0,0.0,3.8,49.3,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50025.0,57.0,15.3,54.0,14.5,49.0,13.1,195.0,52.3,152.0,40.8,     397,2.0,,,,,,Agawam,Robinson Park
Alma del Mar Charter School (District) - Alma del Mar Charter School,4090205.0,0.0,50.0,49.0,46.0,47.0,46.0,46.0,46.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,413.0, 04090205,12.8,0.5,50.8,29.3,0.7,0.0,5.8,45.5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,11.0,29.0,4.0,11.0,7.0,18.0,21.0,55.0,6.0,16.0,38.0,69.1,,,,,,4090205.0,96.0,23.2,91.0,22.0,65.0,15.7,299.0,72.4,241.0,58.4,     326,29.0,7.4,3.1,0.0,0.0,0.0,Alma del Mar Charter School (District),Alma del Mar Charter School
Amesbury - Amesbury Elementary,70005.0,25.0,74.0,65.0,73.0,86.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0, 00070005,2.0,0.8,7.3,84.3,0.3,0.3,5.1,55.9,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70005.0,0.0,0.0,0.0,0.0,69.0,17.5,142.0,35.9,92.0,23.3,     410,1.0,,,,,,Amesbury,Amesbury Elementary
Amesbury - Amesbury High,70505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,146.0,141.0,147.0,2.0,592.0, 00070505,1.5,1.4,6.3,87.2,0.2,0.0,3.5,54.2,45.8,     104,     159,60.0,34.0,9.0,1.0,0.0,,4.0,27.0,55.0,51.0,22.0,19.5,80.5,     593,1.0,0.2,0.0,0.0,0.0,0.6,       154,94.2,1.9,0.6,0.6,2.6,0.0,124.0,90.0,72.6,0.0,24.4,35.6,40.0,35.6,6.7,15.6,SCIENCE AND TECH/ENG,105.0,82.0,47.0,37.0,58.0,45.0,19.0,15.0,4.0,3.0,128.0,92.4,,,588.0,,582.0,70505.0,22.0,3.7,6.0,1.0,87.0,14.7,154.0,26.0,85.0,14.4,     610,20.0,1.6,2.0,0.0,0.0,0.0,Amesbury,Amesbury High
Amesbury - Amesbury Innovation High School,70515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,6.0,13.0,0.0,40.0, 00070515,2.5,0.0,2.5,85.0,0.0,0.0,10.0,60.0,40.0,,,,,,,,,,,,,,,,      31,3.0,9.7,0.0,,18.2,9.1,        15,53.3,33.3,0.0,0.0,13.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70515.0,0.0,0.0,0.0,0.0,20.0,50.0,32.0,80.0,26.0,65.0,      46,5.0,,,,,,Amesbury,Amesbury Innovation High School
Amesbury - Amesbury Middle,70013.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,167.0,167.0,176.0,0.0,0.0,0.0,0.0,0.0,677.0, 00070013,1.2,0.7,7.4,86.9,0.1,0.3,3.4,49.8,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,157.0,48.0,39.0,12.0,118.0,36.0,138.0,42.0,31.0,10.0,326.0,77.3,,,,,,70013.0,18.0,2.7,6.0,0.9,126.0,18.6,241.0,35.6,168.0,24.8,     701,20.0,2.6,0.3,0.0,0.0,0.1,Amesbury,Amesbury Middle
Amesbury - Charles C Cashman Elementary,70010.0,28.0,71.0,72.0,92.0,91.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0, 00070010,1.8,1.8,8.6,85.8,0.2,0.0,1.8,55.5,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70010.0,23.0,5.2,16.0,3.6,97.0,21.9,197.0,44.5,130.0,29.3,     479,0.0,,,,,,Amesbury,Charles C Cashman Elementary
Amesbury Academy Charter Public (District) - Amesbury Academy Charter Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amesbury Academy Charter Public (District),Amesbury Academy Charter Public School
Amherst - Crocker Farm Elementary,80009.0,65.0,36.0,41.0,51.0,53.0,58.0,39.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0, 00080009,7.6,16.9,24.0,41.4,0.5,0.0,9.6,52.2,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,17.0,31.0,6.0,11.0,11.0,20.0,30.0,55.0,8.0,15.0,55.0,69.5,,,,,,80009.0,101.0,24.8,83.0,20.3,82.0,20.1,197.0,48.3,125.0,30.6,     444,0.0,,,,,,Amherst,Crocker Farm Elementary
Amherst - Fort River Elementary,80020.0,0.0,33.0,45.0,46.0,43.0,45.0,73.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0, 00080020,10.1,14.6,22.4,47.2,0.0,0.0,5.7,47.8,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,18.0,35.0,8.0,15.0,10.0,19.0,17.0,33.0,17.0,33.0,52.0,63.5,,,,,,80020.0,81.0,24.2,52.0,15.5,87.0,26.0,174.0,51.9,129.0,38.5,     352,2.0,,,,,,Amherst,Fort River Elementary
Amherst - Wildwood Elementary,80050.0,0.0,52.0,52.0,58.0,56.0,56.0,70.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0, 00080050,11.9,11.7,19.1,48.9,0.2,0.0,8.2,52.9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,22.0,46.0,7.0,15.0,15.0,31.0,15.0,31.0,11.0,23.0,48.0,74.5,,,,,,80050.0,94.0,23.3,54.0,13.4,70.0,17.4,193.0,47.9,129.0,32.0,     438,2.0,,,,,,Amherst,Wildwood Elementary
Amherst-Pelham - Amherst Regional High,6050505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,233.0,221.0,228.0,10.0,933.0, 06050505,7.0,9.1,16.6,57.3,0.1,0.2,9.6,50.9,49.0,     139,     202,89.0,40.0,8.0,1.0,1.0,,5.0,30.0,40.0,66.0,61.0,17.3,82.7,     919,10.0,1.1,1.3,0.0,1.3,1.8,       235,93.2,2.6,0.0,2.1,2.1,0.0,246.0,206.0,83.7,0.5,46.6,27.7,25.2,26.7,2.4,14.6,SCIENCE AND TECH/ENG,174.0,87.0,95.0,48.0,79.0,40.0,21.0,11.0,4.0,2.0,199.0,95.5,,,618.0,,611.0,6050505.0,113.0,12.1,43.0,4.6,171.0,18.3,331.0,35.5,217.0,23.3,     965,23.0,0.0,2.4,0.0,0.0,0.0,Amherst-Pelham,Amherst Regional High
Amherst-Pelham - Amherst Regional Middle School,6050405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,216.0,0.0,0.0,0.0,0.0,0.0,410.0, 06050405,7.3,9.5,15.1,60.2,0.0,0.2,7.6,52.2,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,109.0,59.0,3.0,2.0,106.0,57.0,53.0,29.0,23.0,12.0,185.0,80.4,,,,,,6050405.0,73.0,17.8,38.0,9.3,85.0,20.7,181.0,44.1,122.0,29.8,     444,19.0,4.1,1.1,0.0,0.0,0.0,Amherst-Pelham,Amherst Regional Middle School
Andover - Andover High,90505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,427.0,454.0,411.0,18.0,1782.0, 00090505,2.2,16.4,4.7,74.6,0.1,0.0,2.1,47.1,52.8,     472,     909,200.0,160.0,70.0,34.0,8.0,,27.0,126.0,222.0,264.0,270.0,16.8,83.2,"   1,788",5.0,0.3,0.7,0.0,0.2,0.2,       462,97.2,2.4,0.0,0.4,0.0,0.0,413.0,369.0,89.3,0.0,56.4,7.6,36.0,7.3,3.5,13.8,SCIENCE AND TECH/ENG,368.0,85.0,138.0,32.0,230.0,53.0,63.0,14.0,4.0,1.0,435.0,94.4,,,600.0,,602.0,90505.0,180.0,10.1,14.0,0.8,274.0,15.4,379.0,21.3,129.0,7.2,"   1,834",60.0,1.9,2.7,0.0,0.0,0.0,Andover,Andover High
Andover - Andover West Middle,90310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,181.0,168.0,0.0,0.0,0.0,0.0,0.0,525.0, 00090310,2.3,15.4,5.0,74.3,0.4,0.0,2.7,47.4,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,92.0,54.0,5.0,3.0,87.0,51.0,67.0,40.0,10.0,6.0,169.0,82.2,,,,,,90310.0,54.0,10.3,12.0,2.3,86.0,16.4,125.0,23.8,48.0,9.1,     539,3.0,,,,,,Andover,Andover West Middle
Andover - Bancroft Elementary,90003.0,0.0,91.0,78.0,94.0,95.0,105.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0, 00090003,3.1,9.0,5.9,76.6,0.3,0.0,5.0,52.4,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,72.0,62.0,28.0,24.0,44.0,38.0,38.0,33.0,6.0,5.0,116.0,84.7,,,,,,90003.0,53.0,9.2,21.0,3.6,88.0,15.2,138.0,23.9,42.0,7.3,     602,0.0,,,,,,Andover,Bancroft Elementary
Andover - Doherty Middle,90305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,202.0,169.0,0.0,0.0,0.0,0.0,0.0,556.0, 00090305,1.1,12.4,5.0,78.2,0.5,0.0,2.7,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,114.0,63.0,8.0,4.0,106.0,59.0,57.0,31.0,10.0,6.0,181.0,85.5,,,,,,90305.0,51.0,9.2,7.0,1.3,125.0,22.5,146.0,26.3,31.0,5.6,     567,0.0,,,,,,Andover,Doherty Middle
Andover - Henry C Sanborn Elementary,90010.0,0.0,51.0,58.0,70.0,69.0,67.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0, 00090010,1.5,27.1,6.2,62.6,0.3,0.0,2.3,51.8,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,50.0,70.0,26.0,37.0,24.0,34.0,17.0,24.0,4.0,6.0,71.0,85.6,,,,,,90010.0,70.0,18.0,49.0,12.6,67.0,17.3,133.0,34.3,38.0,9.8,     395,0.0,,,,,,Andover,Henry C Sanborn Elementary
Andover - High Plain Elementary,90004.0,0.0,59.0,80.0,78.0,81.0,106.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0, 00090004,2.6,29.4,6.8,57.6,0.0,0.0,3.6,54.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,80.0,76.0,56.0,53.0,24.0,23.0,20.0,19.0,5.0,5.0,105.0,92.6,,,,,,90004.0,128.0,25.6,58.0,11.6,79.0,15.8,160.0,32.0,31.0,6.2,     546,0.0,,,,,,Andover,High Plain Elementary
Andover - Shawsheen School,90005.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0, 00090005,2.4,31.8,8.2,55.3,0.0,0.0,2.4,71.8,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90005.0,18.0,21.2,8.0,9.4,44.0,51.8,53.0,62.4,14.0,16.5,     102,0.0,,,,,,Andover,Shawsheen School
Andover - South Elementary,90020.0,0.0,77.0,79.0,93.0,68.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0, 00090020,0.6,17.5,2.9,77.6,0.2,0.2,1.0,50.9,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,66.0,75.0,27.0,31.0,39.0,44.0,20.0,23.0,2.0,2.0,88.0,90.6,,,,,,90020.0,72.0,14.7,41.0,8.4,76.0,15.5,130.0,26.5,15.0,3.1,     511,2.0,,,,,,Andover,South Elementary
Andover - West Elementary,90025.0,0.0,85.0,103.0,97.0,113.0,97.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0, 00090025,2.5,17.1,6.3,71.5,0.3,0.0,2.3,50.5,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,66.0,57.0,22.0,19.0,44.0,38.0,40.0,34.0,10.0,9.0,116.0,81.7,,,,,,90025.0,72.0,11.8,31.0,5.1,142.0,23.4,192.0,31.6,40.0,6.6,     644,0.0,,,,,,Andover,West Elementary
Andover - Wood Hill Middle School,90350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,125.0,143.0,0.0,0.0,0.0,0.0,0.0,411.0, 00090350,2.2,29.4,8.5,57.2,0.2,0.0,2.4,50.1,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,89.0,58.0,7.0,5.0,82.0,53.0,58.0,38.0,7.0,5.0,154.0,83.8,,,,,,90350.0,78.0,19.0,13.0,3.2,82.0,20.0,110.0,26.8,28.0,6.8,     427,3.0,,,,,,Andover,Wood Hill Middle School
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,102.0,90.0,0.0,0.0,0.0,0.0,398.0, 35090305,10.6,2.0,18.8,62.1,0.5,0.5,5.5,53.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,28.0,29.0,0.0,0.0,28.0,29.0,33.0,34.0,35.0,36.0,96.0,57.8,,,,,,35090305.0,98.0,24.6,91.0,22.9,86.0,21.6,267.0,67.1,219.0,55.0,     322,0.0,,,,,,Argosy Collegiate Charter School (District),Argosy Collegiate Charter School
Arlington - Arlington High,100505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,321.0,339.0,315.0,0.0,1325.0, 00100505,4.4,10.6,6.4,74.6,0.0,0.2,3.8,49.1,50.6,     394,     879,118.0,139.0,78.0,46.0,13.0,,31.0,133.0,207.0,277.0,231.0,18.7,81.3,"   1,289",8.0,0.6,0.6,0.0,1.6,0.3,       295,97.3,1.4,0.0,0.3,1.0,0.0,306.0,260.0,85.0,0.0,53.5,9.6,36.9,8.5,4.6,19.6,SCIENCE AND TECH/ENG,275.0,87.0,147.0,47.0,128.0,41.0,40.0,13.0,1.0,0.0,316.0,95.3,,,616.0,,600.0,100505.0,150.0,11.3,19.0,1.4,150.0,11.3,272.0,20.5,127.0,9.6,"   1,340",76.0,3.6,3.4,0.1,0.0,0.6,Arlington,Arlington High
Arlington - Brackett,100010.0,0.0,78.0,91.0,68.0,94.0,87.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0, 00100010,1.2,10.5,4.9,76.4,0.0,0.2,6.8,52.9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,66.0,80.0,46.0,56.0,20.0,24.0,14.0,17.0,2.0,2.0,82.0,93.9,,,,,,100010.0,32.0,6.6,21.0,4.3,55.0,11.3,83.0,17.0,14.0,2.9,     486,0.0,,,,,,Arlington,Brackett
Arlington - Cyrus E Dallin,100025.0,0.0,73.0,90.0,74.0,79.0,87.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0, 00100025,1.5,13.5,4.4,76.5,0.0,0.2,4.0,51.8,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,43.0,57.0,19.0,25.0,24.0,32.0,31.0,41.0,2.0,3.0,76.0,83.6,,,,,,100025.0,20.0,4.2,16.0,3.3,63.0,13.1,97.0,20.2,23.0,4.8,     474,0.0,,,,,,Arlington,Cyrus E Dallin
Arlington - Hardy,100030.0,0.0,90.0,90.0,77.0,73.0,66.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0, 00100030,4.8,14.4,8.7,66.4,0.2,0.2,5.2,54.1,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,36.0,52.0,11.0,16.0,25.0,36.0,28.0,41.0,5.0,7.0,69.0,81.5,,,,,,100030.0,61.0,13.3,49.0,10.7,66.0,14.4,134.0,29.3,27.0,5.9,     462,2.0,,,,,,Arlington,Hardy
Arlington - John A Bishop,100005.0,0.0,64.0,77.0,70.0,71.0,73.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0, 00100005,3.8,15.7,3.3,71.0,0.0,0.7,5.5,53.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,59.0,78.0,34.0,45.0,25.0,33.0,16.0,21.0,1.0,1.0,76.0,92.4,,,,,,100005.0,38.0,9.0,24.0,5.7,43.0,10.2,87.0,20.7,27.0,6.4,     435,0.0,,,,,,Arlington,John A Bishop
Arlington - M Norcross Stratton,100055.0,0.0,72.0,69.0,72.0,59.0,60.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0, 00100055,2.7,15.2,5.0,70.4,0.0,0.0,6.7,50.7,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,42.0,67.0,24.0,38.0,18.0,29.0,18.0,29.0,3.0,5.0,63.0,87.3,,,,,,100055.0,35.0,8.7,25.0,6.2,58.0,14.4,94.0,23.4,35.0,8.7,     411,0.0,,,,,,Arlington,M Norcross Stratton
Arlington - Menotomy Preschool,100038.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0, 00100038,4.7,21.2,9.4,56.5,0.0,0.0,8.2,68.2,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100038.0,9.0,10.6,0.0,0.0,45.0,52.9,47.0,55.3,10.0,11.8,     101,0.0,,,,,,Arlington,Menotomy Preschool
Arlington - Ottoson Middle,100410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,415.0,401.0,0.0,0.0,0.0,0.0,0.0,1258.0, 00100410,3.9,10.7,5.7,73.8,0.0,0.1,5.9,46.1,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,238.0,65.0,42.0,11.0,196.0,54.0,104.0,28.0,24.0,7.0,366.0,84.8,,,,,,100410.0,167.0,13.3,33.0,2.6,207.0,16.5,333.0,26.5,119.0,9.5,"   1,237",32.0,1.4,1.5,0.0,0.0,0.5,Arlington,Ottoson Middle
Arlington - Peirce,100045.0,0.0,67.0,50.0,46.0,45.0,49.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0, 00100045,3.9,13.1,9.5,68.5,0.0,0.0,4.9,50.8,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,31.0,72.0,12.0,28.0,19.0,44.0,9.0,21.0,3.0,7.0,43.0,87.2,,,,,,100045.0,32.0,10.5,27.0,8.9,34.0,11.1,75.0,24.6,20.0,6.6,     290,0.0,,,,,,Arlington,Peirce
